invoice_id,vendor_id,vendor_name,vendor_category,region,approver,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,payment_status,payment_method,days_to_pay,days_early_late,is_on_time,has_discount_terms,discount_rate,discount_captured,discount_amount
AP-0413,VND-016,CleanWater Utilities,Utilities,South,Laura Chen,2025-10-25,2025-11-24,30,2441.28,2441.28,0.0,2025-11-24,Paid,Credit Card,30,0,Yes,Yes,0.01,No,0.0
AP-0414,VND-012,FacilityPro Services,Facilities,Central,Sofia Reyes,2025-05-24,2025-06-23,30,16725.27,0.0,16725.27,,Overdue,Wire,,-342,No,Yes,0.01,No,0.0
AP-0415,VND-022,Apex Consulting,Services,South,Pedro Alvarez,2025-08-13,2025-08-28,15,31174.48,31174.48,0.0,2025-08-29,Paid,Check,16,-1,No,Yes,0.02,No,0.0
AP-0416,VND-017,OfficePro Services,Services,East,Pedro Alvarez,2025-02-17,2025-05-18,90,4476.47,4476.47,0.0,2025-05-29,Paid,Credit Card,101,-11,No,Yes,0.005,No,0.0
AP-0417,VND-017,OfficePro Services,Services,East,Laura Chen,2026-01-23,2026-03-24,60,16515.98,9221.39,7294.59,2026-03-31,Partial,Wire,67,-7,No,Yes,0.01,No,0.0
AP-0418,VND-008,GreenEnergy Corp.,Utilities,Central,Pedro Alvarez,2026-05-14,2026-07-13,60,11993.53,11993.53,0.0,2026-05-31,Paid,Check,17,43,Yes,No,0.0,No,0.0
AP-0419,VND-017,OfficePro Services,Services,East,Marco Diaz,2025-06-11,2025-07-11,30,16402.25,16402.25,0.0,2025-07-13,Paid,Wire,32,-2,No,No,0.0,No,0.0
AP-0420,VND-008,GreenEnergy Corp.,Utilities,West,Laura Chen,2026-05-06,2026-08-04,90,7445.81,7445.81,0.0,2026-05-31,Paid,ACH,25,65,Yes,Yes,0.005,Yes,37.23
AP-0421,VND-019,SkyNet IT Solutions,IT,South,Marco Diaz,2025-02-27,2025-03-29,30,17475.6,17475.6,0.0,2025-04-02,Paid,ACH,34,-4,No,No,0.0,No,0.0
AP-0422,VND-013,SafetyFirst Supplies,Materials,Central,Ana Torres,2025-03-29,2025-05-13,45,12396.48,12396.48,0.0,2025-05-08,Paid,ACH,40,5,Yes,Yes,0.015,No,0.0
AP-0423,VND-014,NetConnect Systems,IT,Central,Marco Diaz,2025-06-21,2025-08-05,45,59314.01,59314.01,0.0,2025-08-05,Paid,Wire,45,0,Yes,Yes,0.015,No,0.0
AP-0424,VND-019,SkyNet IT Solutions,IT,North,Marco Diaz,2025-05-16,2025-07-15,60,13142.76,7257.17,5885.59,2025-07-23,Partial,Credit Card,68,-8,No,Yes,0.01,No,0.0
AP-0425,VND-005,CloudSys Inc.,IT,Central,Sofia Reyes,2025-02-09,2025-05-10,90,70831.45,70831.45,0.0,2025-05-19,Paid,Wire,99,-9,No,Yes,0.005,No,0.0
AP-0426,VND-020,TrustBuild Facilities,Facilities,Central,Sofia Reyes,2026-01-15,2026-03-16,60,30869.2,30869.2,0.0,2026-03-22,Paid,Credit Card,66,-6,No,Yes,0.01,No,0.0
AP-0427,VND-016,CleanWater Utilities,Utilities,West,Laura Chen,2025-05-18,2025-07-17,60,4190.51,0.0,4190.51,,Overdue,ACH,,-318,No,No,0.0,No,0.0
AP-0428,VND-003,FastShip Logistics,Logistics,East,Ana Torres,2025-07-13,2025-08-27,45,1103.92,1103.92,0.0,2025-08-18,Paid,Credit Card,36,9,Yes,No,0.0,No,0.0
AP-0429,VND-013,SafetyFirst Supplies,Materials,South,Laura Chen,2025-04-20,2025-06-19,60,9429.37,9429.37,0.0,2025-06-18,Paid,Credit Card,59,1,Yes,Yes,0.01,No,0.0
AP-0430,VND-018,BuildFast Materials,Materials,West,Ana Torres,2026-02-11,2026-03-28,45,38238.65,20696.05,17542.6,2026-04-03,Partial,Check,51,-6,No,Yes,0.015,No,0.0
AP-0431,VND-018,BuildFast Materials,Materials,Central,Pedro Alvarez,2025-12-19,2026-02-02,45,39161.34,39161.34,0.0,2026-02-04,Paid,Check,47,-2,No,Yes,0.015,No,0.0
AP-0432,VND-008,GreenEnergy Corp.,Utilities,West,Marco Diaz,2026-02-15,2026-03-17,30,11898.18,11898.18,0.0,2026-03-14,Paid,ACH,27,3,Yes,No,0.0,No,0.0
AP-0433,VND-022,Apex Consulting,Services,North,Marco Diaz,2025-04-04,2025-04-19,15,33460.45,33460.45,0.0,2025-04-24,Paid,Credit Card,20,-5,No,Yes,0.02,No,0.0
AP-0434,VND-012,FacilityPro Services,Facilities,North,Ana Torres,2026-02-15,2026-04-16,60,22260.86,22260.86,0.0,2026-04-19,Paid,ACH,63,-3,No,Yes,0.01,No,0.0
AP-0435,VND-025,RapidShip Co.,Logistics,South,Pedro Alvarez,2025-07-26,2025-08-10,15,17160.79,17160.79,0.0,2025-08-14,Paid,Credit Card,19,-4,No,No,0.0,No,0.0
AP-0436,VND-017,OfficePro Services,Services,Central,Marco Diaz,2026-01-04,2026-01-19,15,11852.5,11852.5,0.0,2026-02-01,Paid,Wire,28,-13,No,Yes,0.02,No,0.0
AP-0437,VND-009,MetalWorks Ltd.,Materials,West,Laura Chen,2025-07-25,2025-09-23,60,26851.65,26851.65,0.0,2025-09-28,Paid,Credit Card,65,-5,No,No,0.0,No,0.0
AP-0438,VND-018,BuildFast Materials,Materials,Central,Laura Chen,2025-08-20,2025-10-04,45,31105.44,0.0,31105.44,,Overdue,Check,,-239,No,Yes,0.015,No,0.0
AP-0439,VND-019,SkyNet IT Solutions,IT,North,Laura Chen,2025-04-20,2025-06-19,60,46897.3,46897.3,0.0,2025-06-22,Paid,Wire,63,-3,No,Yes,0.01,No,0.0
AP-0440,VND-004,BuildRight Materials,Materials,Central,Laura Chen,2026-01-22,2026-04-22,90,29032.09,29032.09,0.0,2026-04-14,Paid,Check,82,8,Yes,No,0.0,No,0.0
AP-0441,VND-019,SkyNet IT Solutions,IT,North,Pedro Alvarez,2025-03-11,2025-04-25,45,33700.49,33700.49,0.0,2025-04-27,Paid,ACH,47,-2,No,No,0.0,No,0.0
AP-0442,VND-023,CoolTech Systems,IT,South,Laura Chen,2025-01-10,2025-03-11,60,57561.39,57561.39,0.0,2025-03-01,Paid,Credit Card,50,10,Yes,Yes,0.01,No,0.0
AP-0443,VND-011,QuickFreight Inc.,Logistics,North,Ana Torres,2025-11-18,2026-02-16,90,7717.22,7717.22,0.0,2026-02-23,Paid,Wire,97,-7,No,No,0.0,No,0.0
AP-0444,VND-024,EliteFacilities Corp.,Facilities,South,Pedro Alvarez,2025-09-05,2025-10-05,30,30800.5,30800.5,0.0,2025-10-05,Paid,Wire,30,0,Yes,Yes,0.01,No,0.0
AP-0445,VND-005,CloudSys Inc.,IT,North,Sofia Reyes,2025-01-07,2025-04-07,90,62318.32,62318.32,0.0,2025-04-18,Paid,ACH,101,-11,No,Yes,0.005,No,0.0
AP-0446,VND-016,CleanWater Utilities,Utilities,East,Ana Torres,2025-10-09,2026-01-07,90,7616.68,0.0,7616.68,,Overdue,Check,,-144,No,No,0.0,No,0.0
AP-0447,VND-009,MetalWorks Ltd.,Materials,West,Marco Diaz,2026-03-10,2026-03-25,15,24959.36,24959.36,0.0,2026-03-16,Paid,Wire,6,9,Yes,Yes,0.02,No,0.0
AP-0448,VND-006,PowerGrid Utilities,Utilities,West,Sofia Reyes,2025-01-09,2025-03-10,60,671.39,671.39,0.0,2025-03-17,Paid,Credit Card,67,-7,No,Yes,0.01,No,0.0
AP-0449,VND-011,QuickFreight Inc.,Logistics,East,Ana Torres,2025-09-27,2025-10-27,30,5505.64,5505.64,0.0,2025-10-21,Paid,Check,24,6,Yes,Yes,0.01,No,0.0
AP-0450,VND-007,ProStaff Services,Services,West,Laura Chen,2025-10-14,2025-12-13,60,19676.97,0.0,19676.97,,Overdue,Check,,-169,No,Yes,0.01,No,0.0
AP-0451,VND-022,Apex Consulting,Services,South,Sofia Reyes,2026-03-19,2026-04-18,30,34683.42,18607.43,16075.99,2026-04-13,Partial,Check,25,5,Yes,Yes,0.01,No,0.0
AP-0452,VND-006,PowerGrid Utilities,Utilities,West,Pedro Alvarez,2026-05-14,2026-07-13,60,4850.5,0.0,4850.5,,Pending,Wire,,,,Yes,0.01,No,0.0
AP-0453,VND-023,CoolTech Systems,IT,South,Sofia Reyes,2026-05-03,2026-06-17,45,67922.88,0.0,67922.88,,Pending,Wire,,,,Yes,0.015,No,0.0
AP-0454,VND-012,FacilityPro Services,Facilities,Central,Ana Torres,2025-01-21,2025-03-22,60,15588.11,15588.11,0.0,2025-03-29,Paid,Check,67,-7,No,Yes,0.01,No,0.0
AP-0455,VND-020,TrustBuild Facilities,Facilities,South,Ana Torres,2025-12-30,2026-02-13,45,12727.98,12727.98,0.0,2026-02-10,Paid,Wire,42,3,Yes,Yes,0.015,No,0.0
AP-0456,VND-020,TrustBuild Facilities,Facilities,East,Pedro Alvarez,2025-12-12,2026-01-11,30,15919.94,15919.94,0.0,2026-01-12,Paid,Wire,31,-1,No,Yes,0.01,No,0.0
AP-0457,VND-003,FastShip Logistics,Logistics,North,Marco Diaz,2025-11-18,2025-12-18,30,7020.69,7020.69,0.0,2025-12-15,Paid,Check,27,3,Yes,Yes,0.01,No,0.0
AP-0458,VND-015,ExpressRoute Logistics,Logistics,East,Ana Torres,2025-06-21,2025-08-20,60,4493.84,4493.84,0.0,2025-08-15,Paid,Credit Card,55,5,Yes,Yes,0.01,No,0.0
AP-0459,VND-022,Apex Consulting,Services,East,Sofia Reyes,2026-02-11,2026-03-13,30,6811.34,3911.19,2900.15,2026-03-08,Partial,Wire,25,5,Yes,Yes,0.01,No,0.0
AP-0460,VND-025,RapidShip Co.,Logistics,West,Ana Torres,2025-09-26,2025-10-26,30,12743.94,0.0,12743.94,,Overdue,ACH,,-217,No,Yes,0.01,No,0.0
AP-0461,VND-013,SafetyFirst Supplies,Materials,East,Marco Diaz,2026-03-30,2026-05-14,45,32071.07,0.0,32071.07,,Pending,Wire,,,,Yes,0.015,No,0.0
AP-0462,VND-022,Apex Consulting,Services,East,Laura Chen,2025-10-06,2026-01-04,90,23296.18,0.0,23296.18,,Overdue,Credit Card,,-147,No,Yes,0.005,No,0.0
AP-0463,VND-018,BuildFast Materials,Materials,South,Ana Torres,2025-11-14,2026-01-13,60,45628.31,45628.31,0.0,2026-01-18,Paid,Credit Card,65,-5,No,Yes,0.01,No,0.0
AP-0464,VND-014,NetConnect Systems,IT,East,Marco Diaz,2025-01-01,2025-01-16,15,44248.72,44248.72,0.0,2025-01-19,Paid,Check,18,-3,No,No,0.0,No,0.0
AP-0465,VND-010,DataBridge IT,IT,West,Ana Torres,2026-05-04,2026-08-02,90,27470.79,19185.15,8285.64,2026-05-31,Partial,ACH,27,63,Yes,No,0.0,No,0.0
AP-0466,VND-012,FacilityPro Services,Facilities,South,Pedro Alvarez,2025-09-13,2025-11-12,60,7387.89,7387.89,0.0,2025-11-08,Paid,Credit Card,56,4,Yes,No,0.0,No,0.0
AP-0467,VND-014,NetConnect Systems,IT,South,Ana Torres,2025-10-03,2025-11-17,45,35967.79,35967.79,0.0,2025-11-21,Paid,Check,49,-4,No,No,0.0,No,0.0
AP-0468,VND-010,DataBridge IT,IT,North,Pedro Alvarez,2026-05-19,2026-07-03,45,19084.21,19084.21,0.0,2026-05-31,Paid,Credit Card,12,33,Yes,Yes,0.015,Yes,286.26
AP-0469,VND-009,MetalWorks Ltd.,Materials,South,Pedro Alvarez,2025-04-03,2025-05-03,30,9232.82,9232.82,0.0,2025-05-06,Paid,ACH,33,-3,No,Yes,0.01,No,0.0
AP-0470,VND-010,DataBridge IT,IT,West,Laura Chen,2025-12-05,2025-12-20,15,11016.73,11016.73,0.0,2025-12-20,Paid,Credit Card,15,0,Yes,No,0.0,No,0.0
AP-0471,VND-018,BuildFast Materials,Materials,West,Marco Diaz,2026-01-26,2026-03-12,45,41756.1,41756.1,0.0,2026-03-19,Paid,Wire,52,-7,No,Yes,0.015,No,0.0
AP-0472,VND-008,GreenEnergy Corp.,Utilities,West,Pedro Alvarez,2025-07-23,2025-08-07,15,7182.1,7182.1,0.0,2025-08-15,Paid,Wire,23,-8,No,No,0.0,No,0.0
AP-0473,VND-022,Apex Consulting,Services,East,Laura Chen,2025-05-06,2025-05-21,15,12372.57,12372.57,0.0,2025-05-20,Paid,Wire,14,1,Yes,Yes,0.02,No,0.0
AP-0474,VND-002,TechCore Solutions,IT,South,Sofia Reyes,2025-11-29,2026-01-28,60,6130.08,6130.08,0.0,2026-01-24,Paid,Wire,56,4,Yes,No,0.0,No,0.0
AP-0475,VND-002,TechCore Solutions,IT,Central,Pedro Alvarez,2025-04-02,2025-06-01,60,23654.17,23654.17,0.0,2025-06-04,Paid,Wire,63,-3,No,Yes,0.01,No,0.0
AP-0476,VND-011,QuickFreight Inc.,Logistics,North,Sofia Reyes,2025-04-20,2025-05-20,30,3390.72,0.0,3390.72,,Overdue,Check,,-376,No,Yes,0.01,No,0.0
AP-0477,VND-021,PrimePack Logistics,Logistics,East,Pedro Alvarez,2026-01-22,2026-02-06,15,7805.18,4235.49,3569.69,2026-02-15,Partial,Wire,24,-9,No,Yes,0.02,No,0.0
AP-0478,VND-018,BuildFast Materials,Materials,East,Ana Torres,2025-07-11,2025-08-10,30,28093.79,28093.79,0.0,2025-08-17,Paid,Credit Card,37,-7,No,Yes,0.01,No,0.0
AP-0479,VND-018,BuildFast Materials,Materials,South,Sofia Reyes,2025-10-30,2026-01-28,90,41332.09,41332.09,0.0,2026-01-21,Paid,Wire,83,7,Yes,Yes,0.005,No,0.0
AP-0480,VND-025,RapidShip Co.,Logistics,Central,Pedro Alvarez,2026-01-08,2026-01-23,15,15744.31,15744.31,0.0,2026-01-18,Paid,Wire,10,5,Yes,Yes,0.02,No,0.0
AP-0481,VND-013,SafetyFirst Supplies,Materials,South,Ana Torres,2025-10-17,2025-11-16,30,17484.8,17484.8,0.0,2025-11-08,Paid,Credit Card,22,8,Yes,Yes,0.01,No,0.0
AP-0482,VND-017,OfficePro Services,Services,North,Sofia Reyes,2025-02-02,2025-03-04,30,10476.92,10476.92,0.0,2025-02-19,Paid,Wire,17,13,Yes,Yes,0.01,No,0.0
AP-0483,VND-022,Apex Consulting,Services,West,Ana Torres,2026-01-11,2026-01-26,15,11166.74,11166.74,0.0,2026-01-20,Paid,Check,9,6,Yes,No,0.0,No,0.0
AP-0484,VND-007,ProStaff Services,Services,West,Sofia Reyes,2026-01-05,2026-01-20,15,23646.74,23646.74,0.0,2026-01-12,Paid,Credit Card,7,8,Yes,No,0.0,No,0.0
AP-0485,VND-020,TrustBuild Facilities,Facilities,East,Ana Torres,2025-11-08,2025-12-08,30,4571.87,4571.87,0.0,2025-12-17,Paid,ACH,39,-9,No,Yes,0.01,No,0.0
AP-0486,VND-004,BuildRight Materials,Materials,South,Ana Torres,2025-07-17,2025-08-16,30,27257.22,27257.22,0.0,2025-08-21,Paid,Credit Card,35,-5,No,Yes,0.01,No,0.0
AP-0487,VND-014,NetConnect Systems,IT,North,Ana Torres,2026-03-14,2026-06-12,90,71211.8,71211.8,0.0,2026-05-31,Paid,Check,78,12,Yes,Yes,0.005,No,0.0
AP-0488,VND-011,QuickFreight Inc.,Logistics,South,Ana Torres,2025-11-19,2026-01-18,60,11451.55,5796.45,5655.1,2026-02-02,Partial,Credit Card,75,-15,No,No,0.0,No,0.0
AP-0489,VND-014,NetConnect Systems,IT,East,Ana Torres,2026-01-20,2026-02-19,30,62428.12,62428.12,0.0,2026-02-27,Paid,Wire,38,-8,No,No,0.0,No,0.0
AP-0490,VND-013,SafetyFirst Supplies,Materials,North,Sofia Reyes,2025-05-19,2025-06-03,15,49683.78,49683.78,0.0,2025-06-01,Paid,Check,13,2,Yes,Yes,0.02,No,0.0
AP-0491,VND-008,GreenEnergy Corp.,Utilities,South,Laura Chen,2025-06-08,2025-07-23,45,1867.16,1867.16,0.0,2025-07-22,Paid,ACH,44,1,Yes,Yes,0.015,No,0.0
AP-0492,VND-008,GreenEnergy Corp.,Utilities,South,Laura Chen,2026-02-14,2026-03-16,30,8751.44,8751.44,0.0,2026-04-01,Paid,Check,46,-16,No,Yes,0.01,No,0.0
AP-0493,VND-011,QuickFreight Inc.,Logistics,West,Marco Diaz,2025-11-04,2025-12-04,30,1710.06,1710.06,0.0,2025-12-07,Paid,Credit Card,33,-3,No,No,0.0,No,0.0
AP-0494,VND-011,QuickFreight Inc.,Logistics,East,Pedro Alvarez,2025-08-21,2025-09-20,30,15205.89,0.0,15205.89,,Overdue,Credit Card,,-253,No,No,0.0,No,0.0
AP-0495,VND-021,PrimePack Logistics,Logistics,West,Sofia Reyes,2025-11-23,2025-12-08,15,11258.66,11258.66,0.0,2025-11-24,Paid,Check,1,14,Yes,Yes,0.02,Yes,225.17
AP-0496,VND-008,GreenEnergy Corp.,Utilities,South,Sofia Reyes,2025-04-03,2025-07-02,90,3720.24,3720.24,0.0,2025-07-04,Paid,Credit Card,92,-2,No,Yes,0.005,No,0.0
AP-0497,VND-019,SkyNet IT Solutions,IT,North,Ana Torres,2025-03-29,2025-05-13,45,34889.53,34889.53,0.0,2025-05-15,Paid,Credit Card,47,-2,No,Yes,0.015,No,0.0
AP-0498,VND-025,RapidShip Co.,Logistics,South,Pedro Alvarez,2026-02-09,2026-05-10,90,13392.72,13392.72,0.0,2026-05-10,Paid,Wire,90,0,Yes,Yes,0.005,No,0.0
AP-0499,VND-025,RapidShip Co.,Logistics,West,Laura Chen,2026-02-28,2026-03-30,30,9047.27,9047.27,0.0,2026-04-02,Paid,ACH,33,-3,No,Yes,0.01,No,0.0
AP-0500,VND-020,TrustBuild Facilities,Facilities,North,Laura Chen,2026-03-29,2026-05-28,60,22565.01,0.0,22565.01,,Pending,Wire,,,,Yes,0.01,No,0.0
AP-0501,VND-022,Apex Consulting,Services,East,Marco Diaz,2025-02-25,2025-03-27,30,11992.79,11992.79,0.0,2025-03-30,Paid,ACH,33,-3,No,Yes,0.01,No,0.0
AP-0502,VND-011,QuickFreight Inc.,Logistics,North,Laura Chen,2025-01-24,2025-04-24,90,7305.66,7305.66,0.0,2025-04-19,Paid,Credit Card,85,5,Yes,No,0.0,No,0.0
AP-0503,VND-018,BuildFast Materials,Materials,Central,Laura Chen,2025-01-19,2025-02-18,30,20077.12,20077.12,0.0,2025-02-18,Paid,Credit Card,30,0,Yes,No,0.0,No,0.0
AP-0504,VND-007,ProStaff Services,Services,Central,Laura Chen,2025-01-09,2025-04-09,90,5464.12,5464.12,0.0,2025-04-11,Paid,ACH,92,-2,No,Yes,0.005,No,0.0
AP-0505,VND-022,Apex Consulting,Services,East,Sofia Reyes,2026-01-31,2026-03-17,45,11553.24,0.0,11553.24,,Overdue,ACH,,-75,No,Yes,0.015,No,0.0
AP-0506,VND-004,BuildRight Materials,Materials,East,Pedro Alvarez,2025-07-23,2025-08-22,30,26031.24,0.0,26031.24,,Overdue,ACH,,-282,No,Yes,0.01,No,0.0
AP-0507,VND-001,Acme Supplies Co.,Materials,North,Marco Diaz,2026-05-17,2026-07-16,60,20883.19,0.0,20883.19,,Pending,Check,,,,Yes,0.01,No,0.0
AP-0508,VND-021,PrimePack Logistics,Logistics,East,Marco Diaz,2025-09-21,2025-10-06,15,17694.87,5569.16,12125.71,2025-10-18,Partial,Check,27,-12,No,No,0.0,No,0.0
AP-0509,VND-009,MetalWorks Ltd.,Materials,South,Marco Diaz,2025-05-21,2025-07-20,60,6214.16,0.0,6214.16,,Overdue,Check,,-315,No,Yes,0.01,No,0.0
AP-0510,VND-020,TrustBuild Facilities,Facilities,South,Pedro Alvarez,2026-03-13,2026-04-12,30,34027.73,34027.73,0.0,2026-04-13,Paid,Wire,31,-1,No,No,0.0,No,0.0
AP-0511,VND-018,BuildFast Materials,Materials,South,Marco Diaz,2026-03-17,2026-04-16,30,49792.92,49792.92,0.0,2026-04-20,Paid,Check,34,-4,No,No,0.0,No,0.0
AP-0512,VND-006,PowerGrid Utilities,Utilities,East,Sofia Reyes,2025-11-22,2025-12-22,30,12673.08,12673.08,0.0,2025-12-14,Paid,ACH,22,8,Yes,Yes,0.01,No,0.0
AP-0513,VND-014,NetConnect Systems,IT,East,Pedro Alvarez,2025-07-12,2025-08-11,30,13007.86,13007.86,0.0,2025-08-30,Paid,Check,49,-19,No,Yes,0.01,No,0.0
AP-0514,VND-020,TrustBuild Facilities,Facilities,Central,Laura Chen,2025-08-25,2025-09-24,30,24683.47,24683.47,0.0,2025-09-15,Paid,Wire,21,9,Yes,Yes,0.01,No,0.0
AP-0515,VND-020,TrustBuild Facilities,Facilities,West,Laura Chen,2026-05-19,2026-07-18,60,17636.95,17636.95,0.0,2026-05-31,Paid,Wire,12,48,Yes,Yes,0.01,Yes,176.37
AP-0516,VND-001,Acme Supplies Co.,Materials,East,Pedro Alvarez,2025-07-29,2025-08-28,30,5174.54,0.0,5174.54,,Overdue,Wire,,-276,No,No,0.0,No,0.0
AP-0517,VND-020,TrustBuild Facilities,Facilities,West,Laura Chen,2026-03-14,2026-04-13,30,15360.6,0.0,15360.6,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0518,VND-011,QuickFreight Inc.,Logistics,West,Ana Torres,2026-04-08,2026-05-08,30,9681.11,0.0,9681.11,,Pending,ACH,,,,No,0.0,No,0.0
AP-0519,VND-018,BuildFast Materials,Materials,West,Sofia Reyes,2025-07-14,2025-07-29,15,15976.61,15976.61,0.0,2025-08-02,Paid,Credit Card,19,-4,No,Yes,0.02,No,0.0
AP-0520,VND-014,NetConnect Systems,IT,East,Ana Torres,2026-04-20,2026-05-20,30,67242.01,0.0,67242.01,,Pending,ACH,,,,Yes,0.01,No,0.0
AP-0521,VND-025,RapidShip Co.,Logistics,Central,Ana Torres,2026-02-28,2026-04-29,60,7145.76,7145.76,0.0,2026-04-22,Paid,Wire,53,7,Yes,Yes,0.01,No,0.0
AP-0522,VND-007,ProStaff Services,Services,West,Sofia Reyes,2025-06-17,2025-08-16,60,29579.86,29579.86,0.0,2025-08-09,Paid,Check,53,7,Yes,Yes,0.01,No,0.0
AP-0523,VND-017,OfficePro Services,Services,West,Ana Torres,2026-01-25,2026-03-26,60,4624.53,4624.53,0.0,2026-03-28,Paid,Wire,62,-2,No,Yes,0.01,No,0.0
AP-0524,VND-022,Apex Consulting,Services,South,Marco Diaz,2025-02-22,2025-03-24,30,18524.52,18524.52,0.0,2025-03-14,Paid,Wire,20,10,Yes,Yes,0.01,No,0.0
AP-0525,VND-004,BuildRight Materials,Materials,South,Marco Diaz,2025-01-13,2025-02-27,45,24014.85,24014.85,0.0,2025-03-02,Paid,ACH,48,-3,No,No,0.0,No,0.0
AP-0526,VND-001,Acme Supplies Co.,Materials,Central,Pedro Alvarez,2026-05-03,2026-06-02,30,23779.45,0.0,23779.45,,Pending,Wire,,,,Yes,0.01,No,0.0
AP-0527,VND-018,BuildFast Materials,Materials,East,Ana Torres,2025-07-09,2025-07-24,15,9116.3,9116.3,0.0,2025-07-31,Paid,Wire,22,-7,No,Yes,0.02,No,0.0
AP-0528,VND-020,TrustBuild Facilities,Facilities,East,Laura Chen,2025-04-22,2025-05-07,15,15759.58,15759.58,0.0,2025-04-28,Paid,ACH,6,9,Yes,Yes,0.02,No,0.0
AP-0529,VND-020,TrustBuild Facilities,Facilities,Central,Ana Torres,2026-01-04,2026-04-04,90,32738.83,0.0,32738.83,,Pending,Wire,,,,Yes,0.005,No,0.0
AP-0530,VND-013,SafetyFirst Supplies,Materials,North,Pedro Alvarez,2026-04-28,2026-06-12,45,8458.2,8458.2,0.0,2026-05-31,Paid,ACH,33,12,Yes,Yes,0.015,No,0.0
AP-0531,VND-020,TrustBuild Facilities,Facilities,North,Sofia Reyes,2025-10-22,2026-01-20,90,16092.77,16092.77,0.0,2026-01-19,Paid,ACH,89,1,Yes,No,0.0,No,0.0
AP-0532,VND-019,SkyNet IT Solutions,IT,Central,Laura Chen,2026-05-25,2026-08-23,90,41937.83,41937.83,0.0,2026-05-31,Paid,Wire,6,84,Yes,Yes,0.005,Yes,209.69
AP-0533,VND-001,Acme Supplies Co.,Materials,West,Sofia Reyes,2026-02-28,2026-04-29,60,4183.63,0.0,4183.63,,Pending,Wire,,,,Yes,0.01,No,0.0
AP-0534,VND-021,PrimePack Logistics,Logistics,South,Laura Chen,2025-11-12,2025-12-12,30,6705.4,6705.4,0.0,2025-12-12,Paid,Check,30,0,Yes,Yes,0.01,No,0.0
AP-0535,VND-004,BuildRight Materials,Materials,East,Laura Chen,2025-06-29,2025-07-14,15,11312.75,0.0,11312.75,,Overdue,Credit Card,,-321,No,No,0.0,No,0.0
AP-0536,VND-016,CleanWater Utilities,Utilities,West,Sofia Reyes,2025-06-09,2025-09-07,90,9594.41,9594.41,0.0,2025-08-31,Paid,Wire,83,7,Yes,No,0.0,No,0.0
AP-0537,VND-014,NetConnect Systems,IT,North,Ana Torres,2025-01-20,2025-03-21,60,20619.69,15341.35,5278.34,2025-03-27,Partial,Check,66,-6,No,Yes,0.01,No,0.0
AP-0538,VND-003,FastShip Logistics,Logistics,South,Laura Chen,2026-01-20,2026-03-21,60,12903.71,12903.71,0.0,2026-04-02,Paid,ACH,72,-12,No,No,0.0,No,0.0
AP-0539,VND-013,SafetyFirst Supplies,Materials,South,Ana Torres,2025-11-19,2026-01-03,45,36072.32,36072.32,0.0,2026-01-08,Paid,ACH,50,-5,No,Yes,0.015,No,0.0
AP-0540,VND-010,DataBridge IT,IT,South,Ana Torres,2025-04-25,2025-05-25,30,33066.18,33066.18,0.0,2025-05-20,Paid,Check,25,5,Yes,Yes,0.01,No,0.0
AP-0541,VND-003,FastShip Logistics,Logistics,West,Ana Torres,2026-05-28,2026-08-26,90,3927.48,3927.48,0.0,2026-05-31,Paid,ACH,3,87,Yes,Yes,0.005,Yes,19.64
AP-0542,VND-025,RapidShip Co.,Logistics,North,Ana Torres,2025-02-07,2025-03-09,30,9728.0,9728.0,0.0,2025-03-15,Paid,Wire,36,-6,No,No,0.0,No,0.0
AP-0543,VND-001,Acme Supplies Co.,Materials,East,Sofia Reyes,2026-04-24,2026-06-23,60,44680.92,44680.92,0.0,2026-05-31,Paid,ACH,37,23,Yes,Yes,0.01,No,0.0
AP-0544,VND-021,PrimePack Logistics,Logistics,South,Laura Chen,2025-10-21,2025-11-20,30,6256.34,6256.34,0.0,2025-11-21,Paid,Wire,31,-1,No,Yes,0.01,No,0.0
AP-0545,VND-004,BuildRight Materials,Materials,East,Marco Diaz,2025-04-28,2025-06-12,45,2732.32,2732.32,0.0,2025-06-14,Paid,Wire,47,-2,No,Yes,0.015,No,0.0
AP-0546,VND-011,QuickFreight Inc.,Logistics,East,Marco Diaz,2025-06-25,2025-07-25,30,2353.61,2353.61,0.0,2025-08-01,Paid,Check,37,-7,No,Yes,0.01,No,0.0
AP-0547,VND-015,ExpressRoute Logistics,Logistics,North,Marco Diaz,2025-02-21,2025-05-22,90,3012.61,3012.61,0.0,2025-05-26,Paid,ACH,94,-4,No,Yes,0.005,No,0.0
AP-0548,VND-019,SkyNet IT Solutions,IT,West,Ana Torres,2025-12-07,2026-01-21,45,66308.15,66308.15,0.0,2026-01-30,Paid,Check,54,-9,No,No,0.0,No,0.0
AP-0549,VND-018,BuildFast Materials,Materials,North,Pedro Alvarez,2026-04-25,2026-05-25,30,6668.62,6668.62,0.0,2026-05-06,Paid,Wire,11,19,Yes,Yes,0.01,No,0.0
AP-0550,VND-005,CloudSys Inc.,IT,Central,Laura Chen,2025-07-07,2025-09-05,60,57471.1,42597.69,14873.41,2025-09-14,Partial,Check,69,-9,No,Yes,0.01,No,0.0
